,freq_pvalue,pvalue,effect_size,gene_ids,feature_types,n_counts,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells,clonally_expressed,normalized_effect_size
IGKV2D-40,0,1.2972631493891205e-26,-0.06300701905889913,ENSG00000251039,Gene Expression,3071.0,False,25,0.06538594,0.06333712,96.92118226600985,53.093384,3.990712,171,True,-0.963617274358171
IGHV5-78,0,1.535113926589642e-26,-0.055885743232336374,ENSG00000211978,Gene Expression,2397.0,False,24,0.056727823,0.055177175,97.04433497536947,46.062992,3.851487,195,True,-0.9851557913722648
IGLV4-69,0,4.3654037474813584e-26,-0.2346948453899274,ENSG00000211637,Gene Expression,147663.0,False,310,0.5756827,0.45468864,61.82266009852218,467.45438,6.149439,2262,True,-0.4076809074169702
IGHV3-41,0,1.5709185848134907e-25,-0.09656298520118843,ENSG00000278473,Gene Expression,2991.0,False,58,0.13434424,0.12605472,92.85714285714286,109.087524,4.701276,467,True,-0.7187728238297225
IGHV3-49,0,1.6349223628690488e-25,-0.17101298619402572,ENSG00000211965,Gene Expression,31388.0,False,170,0.32733083,0.28317004,79.06403940886699,265.79263,5.5864716,1213,True,-0.5224469304918673
IGKV1OR22-1,0,6.716468422599389e-25,-0.048463749701021706,ENSG00000253481,Gene Expression,526.0,False,6,0.035134118,0.034531,99.26108374384236,28.528904,3.3853695,38,True,-1.3793928064904728
IGHV1OR21-1,0,6.856528324677659e-25,-0.04439362086141843,ENSG00000277282,Gene Expression,1390.0,False,19,0.041501056,0.040662996,97.66009852216749,33.698856,3.5467067,140,True,-1.0696985741860083
SEC11C,0,1.0052507706052452e-24,-0.1928283525508364,ENSG00000166562,Gene Expression,83108.0,False,806,3.6709938,1.5413718,0.7389162561576401,2980.847,8.0002985,5693,True,-0.05252756141723512
AC246787.2,0,2.966430608317245e-24,-0.03952545596591249,ENSG00000244620,Gene Expression,247.0,False,33,0.05092605,0.049671724,95.93596059113301,41.35195,3.7460146,185,True,-0.7761343610717437
AC136616.2,0,4.302893056260874e-24,-0.04080788934227374,ENSG00000277761,Gene Expression,407.0,False,18,0.042168453,0.041303594,97.78325123152709,34.240784,3.5622041,103,True,-0.9677350273519654
TYROBP,0,8.589688042930079e-24,-0.09733909301367265,ENSG00000011600,Gene Expression,1227.0,False,41,0.12601556,0.11868535,94.95073891625616,102.32463,4.6378756,289,True,-0.7724371015023255
PPIB,0,4.750133218261724e-23,-0.1821261826248265,ENSG00000166794,Gene Expression,69793.0,False,808,3.51701,1.5078503,0.49261083743842304,2855.812,7.9574614,5770,True,-0.05178438048108084
IGKV2-40,0,9.888158968709009e-23,-0.05966354914405667,ENSG00000273962,Gene Expression,913.0,False,33,0.07645592,0.07367409,95.93596059113301,62.08221,4.1444387,168,True,-0.7803653191887177
IGLV1-41,0,3.9354386770363616e-22,-0.06935614478182753,ENSG00000253818,Gene Expression,3143.0,False,69,0.111923,0.10609095,91.50246305418719,90.88148,4.520499,421,True,-0.619677311404145
IGHV3-47,0,6.2665864647493595e-22,-0.03902324965332153,ENSG00000229092,Gene Expression,134.0,False,11,0.03562986,0.0350098,98.64532019704434,28.931448,3.3989098,37,True,-1.0952400176668329
FKBP11,0,1.0882795612865238e-21,-0.18577239629272257,ENSG00000134285,Gene Expression,65981.0,False,800,3.3807533,1.4772207,1.4778325123152691,2745.1716,7.917963,5644,True,-0.054950001072655234
IGHV1OR15-1,0,1.2293410053677695e-21,-0.04065064456187885,ENSG00000270505,Gene Expression,204.0,False,12,0.037814133,0.037116706,98.52216748768473,30.705076,3.4564767,42,True,-1.0750119459949938
RPL10,0,1.9316670084589e-21,-0.16254264475204333,ENSG00000147403,Gene Expression,330608.0,False,812,5.666022,1.8970232,0.0,4600.8096,8.434205,5860,True,-0.028687260622065353
RPS8,0,2.1741254520970663e-21,-0.16619793577770264,ENSG00000142937,Gene Expression,175059.0,False,811,4.8021913,1.7582357,0.12315270935960854,3899.3792,8.268829,5848,True,-0.034608770635475954
RPL41,0,2.8306377066256997e-21,-0.1504019672758125,ENSG00000229117,Gene Expression,290629.0,False,812,5.478143,1.868434,0.0,4448.2524,8.400492,5860,True,-0.027454916997982484
IGKV1OR-2,0,2.983799765897875e-21,-0.031361770684971674,ENSG00000156755,Gene Expression,179.0,False,20,0.03646985,0.035820566,97.53694581280789,29.61352,3.4214418,127,True,-0.8599369093189743
MYDGF,0,4.163746459049333e-21,-0.19815095488088963,ENSG00000074842,Gene Expression,41802.0,False,785,2.7191865,1.3135049,3.325123152709364,2207.9795,7.700286,5520,True,-0.07287140902033125
KLF6,0,6.848594635676846e-21,-0.35652095910797243,ENSG00000067082,Gene Expression,42955.0,False,712,2.4481485,1.2378374,12.315270935960587,1987.8966,7.5953355,5102,True,-0.14562881324810178
IGHV3OR16-11,0,7.556036672547655e-21,-0.060333659693870445,ENSG00000270318,Gene Expression,597.0,False,47,0.0884573,0.08476137,94.21182266009852,71.82733,4.288091,284,True,-0.6820653449192133
IGHV1-58,0,1.1361111450532097e-20,-0.07960336963371932,ENSG00000211968,Gene Expression,17850.0,False,66,0.12761316,0.12010315,91.87192118226602,103.62189,4.650353,447,True,-0.6237865396007741
RPS4X,0,3.573839625420666e-20,-0.15558481541926866,ENSG00000198034,Gene Expression,106009.0,False,812,4.062322,1.6218253,0.0,3298.6055,8.101558,5834,True,-0.03829947750751911
RPS13,0,4.0358129514155903e-20,-0.17588382036172834,ENSG00000110700,Gene Expression,90782.0,False,808,3.8608832,1.5812201,0.49261083743842304,3135.037,8.050715,5824,True,-0.0455553327085527
IGHV3-64,0,6.951866097889603e-20,-0.14049896289691918,ENSG00000223648,Gene Expression,10698.0,False,146,0.28884912,0.25374967,82.01970443349754,234.54549,5.461904,984,True,-0.4864095315511656
IGHV1-3,0,7.45778078979491e-20,-0.08731888515382562,ENSG00000211935,Gene Expression,8581.0,False,65,0.14163642,0.13246268,91.99507389162561,115.00877,4.753666,491,True,-0.6165002435460635
RPL19,0,8.035148010359075e-20,-0.14441338285474065,ENSG00000108298,Gene Expression,117332.0,False,811,4.2175503,1.652028,0.12315270935960854,3424.6506,8.139047,5839,True,-0.0342410578050427
IGLV7-43,0,1.0512451012270825e-19,-0.18842359545730686,ENSG00000211652,Gene Expression,163518.0,False,218,0.43894503,0.36391023,73.15270935960592,356.42337,5.878921,1626,True,-0.4292646792591961
IGHV1OR16-1,0,2.709034050865884e-19,-0.04186027207123057,ENSG00000261704,Gene Expression,1164.0,False,23,0.05387737,0.052476093,97.16748768472905,43.748425,3.8010561,134,True,-0.7769546505845037
IGKV1OR22-5,0,4.683161146070204e-19,-0.037206906204575445,ENSG00000230481,Gene Expression,617.0,False,16,0.04121014,0.040383633,98.0295566502463,33.462635,3.5398757,121,True,-0.902858016788648
IGHV1OR16-4,0,5.730283831054837e-19,-0.0365109501187741,ENSG00000259997,Gene Expression,1648.0,False,26,0.050199952,0.048980575,96.79802955665025,40.76236,3.7319953,167,True,-0.7273104590984165
IGHV1OR15-9,0,1.6164637856536157e-18,-0.03787732075873851,ENSG00000188403,Gene Expression,1140.0,False,20,0.044522736,0.04356007,97.53694581280789,36.152462,3.61503,120,True,-0.8507410813714416
RPL18,0,2.3533266359058344e-18,-0.1570873296564621,ENSG00000063177,Gene Expression,115164.0,False,810,4.1613417,1.6411965,0.24630541871921707,3379.0093,8.125634,5844,True,-0.0377492025938578
IGKV3D-7,0,4.872888138240736e-18,-0.04228069371648938,ENSG00000228325,Gene Expression,853.0,False,39,0.0640076,0.062042534,95.19704433497537,51.97417,3.9698045,257,True,-0.6605573709664503
SMIM22,0,5.757989426965335e-18,-0.014608589451094313,ENSG00000267795,Gene Expression,56.0,False,12,0.017306995,0.017158935,98.52216748768473,14.05328,2.711596,46,True,-0.8440858594594769
IGKV1OR10-1,0,6.3332023567235185e-18,-0.037849982139878835,ENSG00000237592,Gene Expression,189.0,False,10,0.033405036,0.03285921,98.76847290640394,27.12489,3.336655,62,True,-1.1330621658684408
IGKV1D-27,0,7.412432386312067e-18,-0.08690186943201414,ENSG00000224607,Gene Expression,4252.0,False,88,0.16642143,0.15394045,89.16256157635468,135.1342,4.913641,691,True,-0.5221795673058323
CD74,0,1.0998541962692175e-17,-0.16786828823261413,ENSG00000019582,Gene Expression,148427.0,False,810,4.467158,1.6987588,0.24630541871921707,3627.3323,8.196528,5793,True,-0.037578320314114656
IGLV5-45,0,1.7341896645477785e-17,-0.13617590527898088,ENSG00000211650,Gene Expression,114307.0,False,196,0.33776116,0.29099745,75.86206896551724,274.26205,5.6177235,1646,True,-0.40317218173512914
IGHV4-4,0,1.7868646574358984e-17,-0.04893990489620182,ENSG00000276775,Gene Expression,2815.0,False,19,0.06273598,0.060846698,97.66009852216749,50.94162,3.9501204,253,True,-0.7800930685928752
RPS15,0,1.8533345946427484e-17,-0.15796192953956611,ENSG00000115268,Gene Expression,101953.0,False,811,4.081646,1.6256353,0.12315270935960854,3314.2964,8.106302,5844,True,-0.038700546512800735
RPS5,0,2.2053186006551234e-17,-0.1669574499534483,ENSG00000083845,Gene Expression,96313.0,False,807,3.9002476,1.5892857,0.6157635467980316,3167.001,8.060856,5828,True,-0.04280688515076316
FTL,0,4.509611556866524e-17,-0.1441371222399192,ENSG00000087086,Gene Expression,126309.0,False,811,4.2518353,1.6585777,0.12315270935960854,3452.4902,8.1471405,5848,True,-0.03389997742221977
S100A4,0,1.2678160950530904e-16,-0.2529543130116638,ENSG00000196154,Gene Expression,10902.0,False,503,1.2095615,0.79279405,38.05418719211823,982.1639,6.8907757,3434,True,-0.20912894456149397
IGHV1-14,0,2.504059805830458e-16,-0.04845003206375302,ENSG00000253709,Gene Expression,2765.0,False,46,0.08048404,0.077409126,94.33497536945814,65.35304,4.1949897,300,True,-0.6019831014284421
GSTP1,0,2.6085529757518576e-16,-0.17796804747781447,ENSG00000084207,Gene Expression,35152.0,False,778,2.552139,1.26755,4.187192118226601,2072.337,7.6369147,5616,True,-0.06973289637553319
IGKV2-18,0,3.306844088380153e-16,-0.047912026946090494,ENSG00000254157,Gene Expression,2359.0,False,39,0.08063608,0.07754983,95.19704433497537,65.476494,4.1968484,282,True,-0.5941760679457864
ITM2B,0,3.8889807759050855e-16,-0.2256373597976411,ENSG00000136156,Gene Expression,27991.0,False,718,2.106588,1.133525,11.576354679802957,1710.5493,7.445154,5233,True,-0.10711034712123532
AC136616.3,0,7.952572795040798e-16,-0.01224684713829977,ENSG00000278782,Gene Expression,39.0,False,10,0.014310631,0.014209201,98.76847290640394,11.620233,2.5353012,28,True,-0.8557866640700448
RPS3,0,9.945541441542524e-16,-0.14064066399200648,ENSG00000149273,Gene Expression,95357.0,False,809,3.926162,1.5945601,0.3694581280788145,3188.0435,8.067476,5834,True,-0.035821411299853445
IGKV1-13,0,1.0047124658363111e-15,-0.06327601564088085,ENSG00000253497,Gene Expression,2345.0,False,59,0.1236631,0.11659397,92.73399014778325,100.41444,4.6192155,539,True,-0.5116806618843901
PRSS21,0,1.4505952427460158e-15,-0.0539364313487031,ENSG00000007038,Gene Expression,795.0,False,76,0.107448004,0.10205828,90.64039408866995,87.24778,4.4801483,558,True,-0.501977042358631
RPL8,0,1.5139391060946684e-15,-0.1266473687399397,ENSG00000161016,Gene Expression,110160.0,False,812,4.172883,1.6434302,0.0,3388.381,8.128403,5850,True,-0.030350088347923996
SELENOM,0,3.4655259872705855e-15,-0.1752834369000954,ENSG00000198832,Gene Expression,22200.0,False,731,1.9950855,1.0969727,9.97536945812808,1620.0094,7.3908043,5165,True,-0.08785760753009744
RPL32,0,3.720978122356811e-15,-0.13421118883789107,ENSG00000144713,Gene Expression,112397.0,False,808,4.112977,1.6317818,0.49261083743842304,3339.7373,8.113947,5834,True,-0.03263115449653818
SERF2,0,4.6390310349731864e-15,-0.13147557796096404,ENSG00000140264,Gene Expression,60334.0,False,807,3.3656628,1.47377,0.6157635467980316,2732.9182,7.9134912,5826,True,-0.039063799690760334
HSP90B1,0,4.6517196069120054e-15,-0.1578914420360783,ENSG00000166598,Gene Expression,141728.0,False,812,4.4475574,1.6951673,0.0,3611.4167,8.192132,5770,True,-0.035500708835021266
RPLP0,0,6.250431659517955e-15,-0.14072372305696484,ENSG00000089157,Gene Expression,119623.0,False,811,4.202686,1.6491749,0.12315270935960854,3412.5808,8.135517,5840,True,-0.03348423571249255
IGHV3OR16-15,0,7.083028932519677e-15,-0.030800374552855607,ENSG00000261834,Gene Expression,1082.0,False,23,0.042483065,0.04160543,97.16748768472905,34.49625,3.569427,202,True,-0.7250035832345086
SPCS1,0,7.37522521886877e-15,-0.1349795750912698,ENSG00000114902,Gene Expression,50382.0,False,804,3.0717437,1.4040713,0.9852216748768461,2494.2559,7.8221464,5707,True,-0.043942329536372476
JSRP1,0,8.270202303038467e-15,-0.25551285211526353,ENSG00000167476,Gene Expression,8035.0,False,451,1.0747023,0.7298176,44.45812807881774,872.6582,6.7726893,2785,True,-0.23775222304911992
RPL30,0,1.102483763244121e-14,-0.12921188655959526,ENSG00000156482,Gene Expression,111729.0,False,811,4.160355,1.6410054,0.12315270935960854,3378.2083,8.125397,5844,True,-0.03105789860008987
AC135068.9,0,1.3388011622292154e-14,-0.021172623005273138,ENSG00000281550,Gene Expression,222.0,False,4,0.016423328,0.016289923,99.50738916256158,13.335743,2.662756,29,True,-1.2891798301064237
HCST,0,1.560024925700343e-14,-0.1574302911374405,ENSG00000126264,Gene Expression,3370.0,False,250,0.4686343,0.38433293,69.21182266009852,380.53107,5.9441924,1671,True,-0.33593419998650853
SUB1,0,1.745830210822158e-14,-0.15563525452450844,ENSG00000113387,Gene Expression,36285.0,False,785,2.693066,1.3064569,3.325123152709364,2186.7695,7.6906376,5584,True,-0.057791105513014904
RPL28,0,1.9898273643731164e-14,-0.13829529765291237,ENSG00000108107,Gene Expression,149699.0,False,811,4.539139,1.711839,0.12315270935960854,3685.7805,8.212509,5848,True,-0.030467298738999202
RPL11,0,2.3985028770030306e-14,-0.1301505909947665,ENSG00000142676,Gene Expression,124218.0,False,809,4.334632,1.6742198,0.3694581280788145,3519.721,8.166421,5844,True,-0.030025753835851623
TMBIM6,0,2.4814620135426634e-14,-0.1860621366367241,ENSG00000139644,Gene Expression,29621.0,False,758,2.3064175,1.1958653,6.650246305418717,1872.811,7.5357294,5366,True,-0.08067149136844845
RPL35,0,3.5273835600507826e-14,-0.14381036429203786,ENSG00000136942,Gene Expression,36597.0,False,792,2.6587763,1.2971288,2.463054187192115,2158.9263,7.6778293,5712,True,-0.05408893000786171
IGLV3-22,0,4.860818665629711e-14,-0.014043860678086469,ENSG00000211661,Gene Expression,143.0,False,9,0.01569121,0.015569376,98.89162561576354,12.741262,2.6204033,49,True,-0.8950145368003981
TIMP1,0,5.2889672880971704e-14,-0.19803564696361542,ENSG00000102265,Gene Expression,5640.0,False,311,0.69942075,0.53028744,61.69950738916257,567.9296,6.3437567,2077,True,-0.28314236734276416
MT-CO2,0,5.69266264677312e-14,-0.11833786581125005,ENSG00000198712,Gene Expression,265091.0,True,812,5.4420576,1.862848,0.0,4418.9507,8.393884,5861,True,-0.021745059369347446
IGHV3-75,0,6.61254535599101e-14,-0.015034314348301145,ENSG00000254176,Gene Expression,79.0,False,3,0.011547735,0.011481569,99.63054187192118,9.3767605,2.3395686,12,True,-1.3019275554200656
RPL7A,0,6.76538732981557e-14,-0.12303388575530455,ENSG00000148303,Gene Expression,117294.0,False,811,4.251003,1.6584191,0.12315270935960854,3451.8142,8.146945,5846,True,-0.028942320641820424
CYBA,0,8.224296978380587e-14,-0.16272454859817487,ENSG00000051523,Gene Expression,53344.0,False,796,3.1547596,1.4242545,1.9704433497536922,2561.6648,7.848803,5632,True,-0.05158064857088114
IGHV1OR15-3,0,8.80832181656493e-14,-0.0233263684803285,ENSG00000271288,Gene Expression,422.0,False,15,0.030434562,0.029980619,98.15270935960592,24.712864,3.2469914,86,True,-0.7664433798020271
PDIA2,0,1.2473082712899628e-13,-0.013577320001101359,ENSG00000185615,Gene Expression,44.0,False,5,0.0135029545,0.013412602,99.38423645320196,10.964399,2.4819355,14,True,-1.0055073499423952
RPS14,0,1.8346593063185357e-13,-0.13067259848031043,ENSG00000164587,Gene Expression,170115.0,False,806,4.688066,1.7383703,0.7389162561576401,3806.7095,8.244783,5839,True,-0.027873455348376614
RPS12,0,1.838195646263216e-13,-0.13332287240047813,ENSG00000112306,Gene Expression,148882.0,False,808,4.52305,1.7089303,0.49261083743842304,3672.7166,8.20896,5842,True,-0.02947632181171323
RPS7,0,1.9928399030767172e-13,-0.130565845607731,ENSG00000171863,Gene Expression,80681.0,False,811,3.7654173,1.5613852,0.12315270935960854,3057.5188,8.025686,5834,True,-0.03467499984935949
RPL35A,0,3.734789300281771e-13,-0.1334909748431472,ENSG00000182899,Gene Expression,76056.0,False,806,3.6324463,1.5330851,0.7389162561576401,2949.5464,7.9897456,5807,True,-0.036749607350037364
MT-ND4L,0,4.0657098605696905e-13,-0.12658994806859414,ENSG00000212907,Gene Expression,63591.0,True,806,3.4606729,1.4952996,0.7389162561576401,2810.0664,7.941319,5800,True,-0.03657957667737895
RPL13,0,4.117684026875235e-13,-0.12551153979394092,ENSG00000167526,Gene Expression,136703.0,False,811,4.3945546,1.68539,0.12315270935960854,3568.3782,8.180146,5842,True,-0.028560696313782923
IGLV3-24,0,7.399994888287978e-13,-0.010569832952712705,ENSG00000253822,Gene Expression,79.0,False,2,0.0073306747,0.007303936,99.75369458128078,5.952508,1.9391024,10,True,-1.441863596035427
FXYD5,0,8.263274411181645e-13,-0.17220859679167944,ENSG00000089327,Gene Expression,23245.0,False,720,1.983425,1.0930719,11.33004926108374,1610.5411,7.3849463,5267,True,-0.08682385013473272
GTSF1,0,9.36975129228842e-13,-0.04687909261945561,ENSG00000170627,Gene Expression,493.0,False,81,0.105195306,0.10002207,90.02463054187191,85.41859,4.459203,440,True,-0.44563863440663787
IGHV3OR16-10,0,9.715292447823614e-13,-0.03132075225512013,ENSG00000233732,Gene Expression,676.0,False,14,0.040864196,0.040051326,98.27586206896551,33.18173,3.5316913,108,True,-0.7664595310888226
RPS27A,0,1.2184958453207755e-12,-0.121529810051625,ENSG00000143947,Gene Expression,96851.0,False,811,3.956734,1.6007471,0.12315270935960854,3212.868,8.075231,5843,True,-0.030714678275592384
RPLP2,0,1.9202248721929594e-12,-0.12860141834345173,ENSG00000177600,Gene Expression,89048.0,False,809,3.8229258,1.5733807,0.3694581280788145,3104.2158,8.040838,5827,True,-0.03363952764662157
IGLV3-6,0,2.053408314560265e-12,-0.014811549076536472,ENSG00000253448,Gene Expression,142.0,False,2,0.010956178,0.010896594,99.75369458128078,8.896417,2.2921727,26,True,-1.3518900943102428
FAU,0,2.3039816042991135e-12,-0.12031624890235887,ENSG00000149806,Gene Expression,108825.0,False,811,4.1380267,1.6366692,0.12315270935960854,3360.0776,8.120017,5852,True,-0.029075754510199295
VPREB3,0,2.668207549102802e-12,-0.06268031982388964,ENSG00000128218,Gene Expression,1741.0,False,84,0.14986245,0.13964233,89.65517241379311,121.68831,4.809647,826,True,-0.41825232689246805
RPS15A,0,3.819284635642048e-12,-0.12855052750761786,ENSG00000134419,Gene Expression,143126.0,False,809,4.433997,1.692675,0.3694581280788145,3600.4058,8.189079,5844,True,-0.028992018496180657
IGLV3-29,0,4.424543577735502e-12,-0.01861399210285916,ENSG00000253338,Gene Expression,105.0,False,5,0.017198147,0.017051933,99.38423645320196,13.964895,2.705707,18,True,-1.0823254290066533
RPL29,0,4.582199105814913e-12,-0.12737625317242673,ENSG00000162244,Gene Expression,84218.0,False,805,3.7174346,1.5512651,0.8620689655172376,3018.557,8.012865,5821,True,-0.03426455750985692
IGHV3-22,0,4.8805334496449315e-12,-0.03413461166781846,ENSG00000253957,Gene Expression,986.0,False,34,0.06152885,0.059710182,95.8128078817734,49.961426,3.931069,244,True,-0.5547740852530281
RPL26,0,6.512902604612671e-12,-0.1395964853687166,ENSG00000161970,Gene Expression,68185.0,False,801,3.3417158,1.4682696,1.3546798029556606,2713.4731,7.906353,5761,True,-0.041773894967038754
RABAC1,0,7.712220586197722e-12,-0.13737818180439265,ENSG00000105404,Gene Expression,29791.0,False,760,2.3014145,1.194351,6.403940886699511,1868.7487,7.5335593,5453,True,-0.0596929333748781
